id;nom;type_filtre_1;gb_type_filtre_1;themes_tags_filtre_2;gb_themes_tags_filtre_2;filiere_filtre_3;filiere_picto;numfil;gb_sector_filtre_3;esr_filtre_4;departement;hebergeur;adresse;cp;ville;label_innov_up_incubation_2023;gb_label_innov_up;liens_avec_etablissement_esr;gb_linked_with_higher_education_and_research_institutions;accueil_d_entreprises_etrangeres;gb_foreign_business_accommodation;w3;raison_sociale;siret;incubateur;accelerateur;date_mise_a_jour;adresse_complete;coordxy;nombre_de_themes_tags;theme_1_popin;theme_2_popin;theme_3_popin;theme_4_popin;theme_5_popin;gb_theme_1_popin;gb_theme_2_popin;gb_theme_3_popin;gb_theme_4_popin;gb_theme_5_popin
108;Pulse Montreuil (ex Le Comptoir);Incubateur;Incubator;"Impact social / Solidarité;Impact environnemental, Durabilité, économie circulaire";"Social impact / Solidarity;Environmental impact / Sustainability / Circular economy";8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;93.0;;104 avenue de la Résistance;93100.0;Montreuil;Oui;Yes;;;oui;yes;https://www.france.pulse-group.org/;Groupe SOS;;oui;non;2023_06_14;104 avenue de la Résistance;48.864222,2.436189;2.0;Impact social / Solidarité;Impact environnemental, Durabilité, économie circulaire;;;;Social impact / Solidarity;Environmental impact / Sustainability / Circular economy;;;
122;Ubisoft Entrepreneurs Lab @ STATION F;Incubateur;Incubator;AR /VR , Réalité augmentée / réalité Virtuelle, Jeu vidéo;AR / VR / Gaming;1. Numérique, Industrie de la donnée et industries créatives;1_digit.jpg;1;1. DigitalTech, Data Industry, Creative & Cultural industries;Non;75.0;Station F;5 parvis Alan Turing;75013.0;Paris;Non;No;;;oui;yes;https://www.ubisoft.com/fr-fr/company/about-us/innovation/startup-programs/lab;;;oui;non;2023_06_14;Station F 5 parvis Alan Turing;48.834508,2.370634;1.0;AR /VR , Réalité augmentée / réalité Virtuelle, Jeu vidéo;;;;;AR / VR / Gaming;;;;
125;WILCO;Accélérateur;Accelerator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;75.0;;10 rue de Moussy;75004.0;Paris;Non;No;;;oui;yes;https://www.wilco-startup.com/programmes/;;;non;oui;2023_06_14;10 rue de Moussy;48.857658,2.355766;;;;;;;;;;;
133;Insead @ STATION F;Accélérateur;Accelerator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Oui;75.0;Station F;5 parvis Alan Turing;75013.0;Paris;Non;No;INSEAD;INSEAD;;;https://www.insead.edu/launchpad-station-f;;;non;oui;2023_06_14;Station F 5 parvis Alan Turing;48.834508,2.370634;;;;;;;;;;;
159;INCO;Incubateur;Incubator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;75.0;;3 boulevard St-Martin;75003.0;Paris;Oui;Yes;;;;;https://inco-group.co/;;;oui;non;2023_06_14;3 boulevard St-Martin;48.867894,2.361668;;;;;;;;;;;
1;104 Factory;Incubateur;Incubator;"Industries Culturelles & Créatives;AR /VR , Réalité augmentée / réalité Virtuelle, Jeu vidéo;Marketing / Publicité / Communication / Media";"Cultural / Creative;AR / VR / Gaming;Marketing / Advertising / Communication / Media";1. Numérique, Industrie de la donnée et industries créatives;1_digit.jpg;1;1. DigitalTech, Data Industry, Creative & Cultural industries;Non;75.0;;5 rue Curial;75019.0;Paris;Oui;Yes;;;;;https://www.104factory.fr/;104 CENT QUATRE;50837292700014;oui;non;2023_06_14;5 rue Curial;48.889983,2.371506;3.0;Industries Culturelles & Créatives;AR /VR , Réalité augmentée / réalité Virtuelle, Jeu vidéo;Marketing / Publicité / Communication / Media;;;Cultural / Creative;AR / VR / Gaming;Marketing / Advertising / Communication / Media;;
10;Biolabs Hôtel-Dieu;Incubateur;Incubator;"Deeptech;Sciences de la vie, Santé, BioTech, Medtech, e-santé, Soins;Sport / Handicap / Bien-Etre";"Deeptech;Lifesciences / Health / Biotech / MedTech / eHealth / Healthcare;Sport / Autonomy / Handicap / Well-being";4. Santé et soins;4_healt.jpg;4;4. Health & HealthCare;Oui;75.0;;1 parvis Notre-Dame, Place Jean-Paul II;75004.0;Paris;Non;No;AP-HP;AP-HP;oui;yes;https://www.biolabs.io/hotel-dieu;AP-HP ASSITANCE PUBLIQUE HOPITAUX DE PARIS;26750045200011;oui;non;2023_06_14;1 parvis Notre-Dame, Place Jean-Paul II;48.853928,2.348347;3.0;Deeptech;Sciences de la vie, Santé, BioTech, Medtech, e-santé, Soins;Sport / Handicap / Bien-Etre;;;Deeptech;Lifesciences / Health / Biotech / MedTech / eHealth / Healthcare;Sport / Autonomy / Handicap / Well-being;;
31;ESS 2 - L'incubateur de l'ESS;Incubateur;Incubator;"Impact environnemental, Durabilité, économie circulaire;Impact social / Solidarité";"Environmental impact / Sustainability / Circular economy;Social impact / Solidarity";8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;93.0;;1-3 rue Quetigny;93800.0;Epinay-sur-Seine;Non;No;;;;;https://www.epinay-sur-seine.fr/travailler/entreprises/incubateur-ess/;MAIRIE EPINAY-SUR-SEINE;21930031600011;oui;non;2023_06_14;1-3 rue Quetigny;48.951161,2.314709;2.0;Impact environnemental, Durabilité, économie circulaire;Impact social / Solidarité;;;;Environmental impact / Sustainability / Circular economy;Social impact / Solidarity;;;
41;HECTAR;Accélérateur;Accelerator;"Chimie / Matériaux;FoodTech, Agritech, Agrotech;Impact environnemental, Durabilité, économie circulaire";"Chemistry / Materials;FoodTech / Agritech / Agrotech;Environmental impact / Sustainability / Circular economy";6. Agriculture, agro-alimentaire et nutrition;6_agric.jpg;6;6. Agriculture, AgTech/Agri-Food, FoodTech;Non;78.0;;Les Néfliers;78320.0;Lévis-Saint-Nom;Non;No;;;oui;yes;https://www.hectar.co/accelerateur;;;non;oui;2023_06_14;Les Néfliers;48.723228,1.924908;3.0;Chimie / Matériaux;FoodTech, Agritech, Agrotech;Impact environnemental, Durabilité, économie circulaire;;;Chemistery / Materials;FoodTech / Agritech / Agrotech;Environmental impact / Sustainability / Circular economy;;
45;IMT Starter;Incubateur;Incubator;"Développement de logiciels / Service Cloud / Big data (ou données de masse);AR /VR , Réalité augmentée / réalité Virtuelle, Jeu vidéo";"Software development / Cloud services / Big data;AR / VR / Gaming";1. Numérique, Industrie de la donnée et industries créatives;1_digit.jpg;1;1. DigitalTech, Data Industry, Creative & Cultural industries;Oui;91.0;;9 rue Charles Fourier;91000.0;Evry-Courcouronnes;Oui;Yes;Telecom Sud Paris - IPP;Telecom Sud Paris - IPP;oui;yes;https://www.imt-starter.fr/;INSTITUT MINES TELECOM SUDPARIS;18009202500055;oui;non;2023_06_14;9 rue Charles Fourier;48.624924,2.443937;2.0;Développement de logiciels / Service Cloud / Big data (ou données de masse);AR /VR , Réalité augmentée / réalité Virtuelle, Jeu vidéo;;;;Software development / Cloud services / Big data;AR / VR / Gaming;;;
49;Incub'Université Sorbonne Paris Nord;Incubateur;Incubator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Oui;93.0;Campus de l'Université Paris 13;99 avenue Jean-Baptiste Clément;93430.0;Villetaneuse;Non;No;Université Sorbonne Paris Nord;Sorbonne Paris Nord University;;;https://incub.univ-paris13.fr/;Université Sorbonne Paris Nord;19931238000017;oui;non;2023_06_14;Campus de l'Université Paris 13 99 avenue Jean-Baptiste Clément;48.959867,2.344926;;;;;;;;;;;
75;Creative Valley @ Playground Paris-Saclay;Incubateur, Accélérateur;Incubator, Accelerator;"FoodTech, Agritech, Agrotech;Automobile, Mobilité, Mobilité partagée;Luxe / Beauté / Cosmétique / Mode / Textile;Services Financiers , Assurance";"FoodTech / Agritech / Agrotech;Automotive / Mobility / Shared mobility;Luxury / Beauty / Cosmetic / Fashion / Textile;Fintech / Insurtech";8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;91.0;Stop & Work Le Playground Paris-Saclay;3 boulevard Thomas Gobert;91120.0;Palaiseau;Non;No;;;oui;yes;https://www.lean-creative-accelerator.com/;CVG CREATIVE VALLEY;;oui;oui;2023_06_14;Stop & Work Le Playground Paris-Saclay 3 boulevard Thomas Gobert;48.713063,2.209705;4.0;FoodTech, Agritech, Agrotech;Automobile, Mobilité, Mobilité partagée;Luxe / Beauté / Cosmétique / Mode / Textile;Services Financiers , Assurance;;FoodTech / Agritech / Agrotech;Automotive / Mobility / Shared mobility;Luxury / Beauty / Cosmetic / Fashion / Textile;Fintech / Insurtech;
81;LVMH / LA MAISON des Startups @ STATION F;Accélérateur;Accelerator;Luxe / Beauté / Cosmétique / Mode / Textile;Luxury / Beauty / Cosmetic / Fashion / Textile;5. Luxe et cosmétique;5_luxur.jpg;5;5. Luxury & Cosmetics;Non;75.0;Station F;5 parvis Alan Turing;75013.0;Paris;Non;No;;;oui;yes;https://lamaisondesstartups.lvmh.com/;;;non;oui;2023_06_14;Station F 5 parvis Alan Turing;48.834508,2.370634;1.0;Luxe / Beauté / Cosmétique / Mode / Textile;;;;;Luxury / Beauty / Cosmetic / Fashion / Textile;;;;
104;Platform 58 by La Banque Postale;Incubateur;Incubator;"Services Financiers , Assurance;LegalTech";"Fintech / Insurtech;Legaltech";1. Numérique, Industrie de la donnée et industries créatives;1_digit.jpg;1;1. DigitalTech, Data Industry, Creative & Cultural industries;Non;75.0;;58 rue de la Victoire;75009.0;Paris;Non;No;;;oui;yes;https://www.platform58.fr/;;;oui;non;2023_06_14;58 rue de la Victoire;48.87529,2.334175;2.0;Services Financiers , Assurance;LegalTech;;;;Fintech / Insurtech;Legaltech;;;
119;Techstars Sustainability Paris;Accélérateur;Accelerator;"Deeptech;Impact environnemental, Durabilité, économie circulaire";"Deeptech;Environmental impact / Sustainability / Circular economy";7. Deeptechs (IA, Cyber, Quantique…);7_deept.jpg;7;7. Deeptech (AI, Cyber, Quantum…);Non;75.0;;33 rue du Mail;75002.0;Paris;Non;No;;;;;https://www.techstars.com/accelerators/paris;;;non;oui;2023_06_14;33 rue du Mail;48.867316,2.34364;2.0;Deeptech;Impact environnemental, Durabilité, économie circulaire;;;;Deeptech;Environmental impact / Sustainability / Circular economy;;;
130;Station F;Incubateur, Accélérateur;Accelerator;"Femmes / FemTech;Sciences de la vie, Santé, BioTech, Medtech, e-santé, Soins";"Women / FemTech;Lifesciences / Health / Biotech / MedTech / eHealth / Healthcare";8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;75.0;Station F;5 parvis Alan Turing;75013.0;Paris;Non;No;;;;;https://stationf.co/;Station F;79449384100025;oui;oui;2023_06_14;Station F 5 parvis Alan Turing;48.834508,2.370634;2.0;Femmes / FemTech;Sciences de la vie, Santé, BioTech, Medtech, e-santé, Soins;;;;Women / FemTech;Lifesciences / Health / Biotech / MedTech / eHealth / Healthcare;;;
139;Ville de demain @ STATION F;Accélérateur;Accelerator;"Tourisme / Ville intelligente / PropTech;Impact environnemental, Durabilité, économie circulaire;Automobile, Mobilité, Mobilité partagée;Energie renouvelable";"Tourism / Smart City / Proptech;Environmental impact / Sustainability / Circular economy;Automotive / Mobility / Shared mobility;Energy / Renewables";2. Eco-construction, ville durable et intelligente, Energies vertes et décarbonnées;2_green.jpg;2;2. Eco-Construction, Smart City, Green Energy & free-carbon energy;Non;75.0;Station F;5 parvis Alan Turing;75013.0;Paris;Non;No;;;;;https://www.ville-demain.com/;Association Ville de demain;;non;oui;2023_06_14;Station F 5 parvis Alan Turing;48.834508,2.370634;4.0;Toursime / Ville intelligente / PropTech;Impact environnemental, Durabilité, économie circulaire;Automobile, Mobilité, Mobilité partagée;Energie renouvelable;;Tourism / Smart City / Proptech;Environmental impact / Sustainability / Circular economy;Automotive / Mobility / Shared mobility;Energy / Renewables;
156;Numixs incubateur;Incubateur;Incubator;"Développement de logiciels / Service Cloud / Big data (ou données de masse);Tourisme / Ville intelligente / PropTech;Biens de consommation / Retail / E-commerce;Marketing / Publicité / Communication / Media";"Software development / Cloud services / Big data;Tourism / Smart City / Proptech;Consumer goods / Retail / E-commerce;Marketing / Advertising / Communication / Media";1. Numérique, Industrie de la donnée et industries créatives;1_digit.jpg;1;1. DigitalTech, Data Industry, Creative & Cultural industries;Oui;95.0;;18 Avenue du 8 Mai 1945;95200.0;Sarcelles;Non;No;CY - Cergy Paris Université;CY - Cergy Paris University;;;https://www.roissypaysdefrance.fr/entreprendre/numixs-lecosysteme-numerique-de-lagglo/lincubateur-numixs/;communauté d'agglomération Roissy Pays de France;;oui;non;2023_06_14;18 Avenue du 8 Mai 1945;48.977571,2.372547;4.0;Développement de logiciels / Service Cloud / Big data (ou données de masse);Toursime / Ville intelligente / PropTech;Biens de consommation / Retail / E-commerce;Marketing / Publicité / Communication / Media;;Software development / Cloud services / Big data;Tourism / Smart City / Proptech;Consumer goods / Retail / E-commerce;Marketing / Advertising / Communication / Media;
166;CCI Seine-et-Marne;Incubateur;Incubator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;77.0;;1 avenue Johannes Guteberg - Serris CS 70045;77700.0;Serris;Non;No;;;;;https://www.cci-paris-idf.fr/fr#1;;;oui;non;2023_06_14;1 avenue Johannes Guteberg - Serris CS 70045;48.837035,2.795776;;;;;;;;;;;
169;CCI Seine-Saint-Denis;Incubateur;Incubator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;93.0;;191 avenue Paul Vaillant Couturier;93000.0;Bobigny;Non;No;;;;;https://www.cci-paris-idf.fr/fr#1;;;oui;non;2023_06_14;191 avenue Paul Vaillant Couturier;48.908664,2.451124;;;;;;;;;;;
172;élastoLAB;Incubateur;Incubator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Oui;94.0;;60 rue Auber;94400.0;Vitry-sur-Seine;Non;No;;;;;https://www.elanova.fr/;;;oui;non;2023_06_14;60 rue Auber;48.802648,2.37457;;;;;;;;;;;
173;Oxygène Factory;Incubateur;Incubator;;;4. Santé et soins;4_healt.jpg;4;4. Health & HealthCare;Non;78.0;;17 rue Albert Thomas;78130.0;Les Mureaux;Non;No;;;;;https://www.agence-autonomy.fr/;;;oui;non;2023_06_14;17 rue Albert Thomas;48.982885,1.923097;;;;;;;;;;;
176;Campus de l'innovation, IRD;Incubateur;Incubator;Beauté / Cosmétique / Impact environnemental;Beauty / Cosmetics / Environmental impact;5. Luxe et cosmétique;5_luxur.jpg;5;5. Luxury & Cosmetics;Oui;93.0;;32 avenue Henri Varagnat;93140.0;Bondy;Non;No;;;;;https://www.lafabrique621.com;;;oui;non;2023_06_14;32 avenue Henri Varagnat;48.914385,2.485586;;;;;;;;;;;
187;WACANO PARIS SOLEILLET;Incubateur;Incubator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;75.0;;14 rue Soleillet;75020.0;Paris;Non;No;;;;;https://wacano.co/;;;oui;non;2023_06_14;14 rue Soleillet;48.865534,2.391717;;;;;;;;;;;
196;PiratzLabs;Accélérateur;Accelerator;Deeptech;Deeptech;7. Deeptechs (IA, Cyber, Quantique…);7_deept.jpg;7;7. Deeptech (AI, Cyber, Quantum…);Non;92.0;;7 rue Pablo Neruda;92300.0;Levallois-Perret;Non;No;;;oui;yes;https://www.pyratzlabs.com/;PYRATZLABS;90071917000020;non;oui;2023_06_14;7 rue Pablo Neruda;48.89406,2.3001;1.0;Deeptech;;;;;Deeptech;;;;
